Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Papua New Guinea,PNG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,"5,247,159,958",,,,,"7,389,709,949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,666,000,009","846,000,016","1,964,930,058","1,874,830,008","736,999,989","1,498,000,026","1,345,999,956",,
Poland,POL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,891,449,928","4,187,930,107","4,182,759,762",,"43,302,598","6,257,380,009",,"4,942,009,926","4,591,819,763","4,983,930,111","5,319,029,808","5,387,350,082","532,449,007","5,355,579,853","5,425,749,779","5,207,650,185","4,868,740,082","5,042,399,883","4,989,769,936","5,107,059,956","4,861,020,088","4,861,599,922","5,021,240,234","4,966,569,901","4,817,009,926","4,659,110,069","4,574,649,811","4,605,060,101","467,881,012","4,852,650,166","4,673,039,913",,
Pre-demographic dividend,PRE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,459,810,019","246,250,999","2,471,509,933","2,469,520,092",,"2,803,959,966","2,656,680,107","2,560,960,054",,"2,554,339,886","3,004,635,096","284,803,009","3,077,500,105","2,810,414,553","3,229,700,089","3,161,789,894","317,298,007","2,905,220,032","3,652,347,445","3,267,304,897","34,696,486","325,443,387","3,115,153,313","3,188,632,488",
Puerto Rico,PRI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"7,250,520,229","7,214,580,059","6,479,929,924","7,286,900,043","6,229,740,143","7,140,490,055","6,387,569,904","6,681,029,797",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,481,080,055","6,072,659,969",,,,,,,,,
"Korea, Dem. People's Rep.",PRK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,"1,633,919,954","1,935,359,955","3,062,459,946","3,078,730,106",,"2,900,480,032","2,699,300,051","3,067,430,019","3,185,750,008","3,329,099,894","323,281,002","3,142,539,978","3,262,490,034","3,049,249,887","3,157,979,965","3,387,530,088","3,475,239,992","356,972,003","407,133,007","4,337,470,055","4,840,950,012","4,671,299,934","461,330,986","5,065,110,207",,,"5,046,860,218","5,163,849,831","533,713,007","5,258,719,921","5,281,529,903","5,046,380,043","5,073,949,814","4,907,670,021","4,921,470,165","4,696,090,221","5,563,149,929","5,412,489,891","5,123,330,116","4,949,409,962","5,270,969,868","5,124,000,072","4,885,540,009","4,770,905,972","5,015,610,218","4,675,159,931","4,630,020,142","4,876,560,211","478,316,021",,
Paraguay,PRY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"2,105,190,039","2,265,439,987",,,,,,,,,,,,,,"1,395,849,943",,,,,"1,040,709,972",,,,,,,,"4,198,339,939","4,230,879,784","4,230,209,827","3,833,570,004","3,407,730,103","3,382,760,048","2,869,899,988",,,"2,739,510,059",,,"2,770,720,005","3,692,820,072","3,668,790,102","2,678,711,891","2,596,559,048","3,333,778,143","3,434,979,916","3,090,620,756","3,296,195,984","3,489,830,256","3,936,150,074","3,410,700,083","3,396,199,942","3,406,490,088"
West Bank and Gaza,PSE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,191,679,955","5,335,279,942","4,742,109,776","489,467,001",,"4,663,219,929","4,982,960,224","4,721,539,974",,,,"5,434,420,109",,
Pacific island small states,PSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,"3,957,079,887","4,178,090,096","4,569,809,914","4,473,609,924","4,496,369,839","4,451,524,973","463,228,488","4,961,050,034","4,782,040,119","4,895,895,004","4,852,340,221",,,"4,751,039,982","4,634,689,808","4,521,040,201",,"4,513,939,857","5,103,219,986",,"4,960,549,831","4,850,830,078","4,839,260,101","4,669,965,029",,"4,461,870,193","4,759,530,067","5,163,849,831","4,953,030,109","5,179,230,213","5,281,529,903","5,174,280,167","5,179,384,947","5,044,020,176","4,922,960,043","4,905,781,746","5,229,518,414","5,384,429,932","5,192,690,134","5,221,613,884","5,270,969,868","5,150,075,674","4,930,630,207","4,896,224,499","4,915,899,992","4,912,554,979","495,746,994","5,086,080,074","5,037,089,825",,
French Polynesia,PYF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"3,000,279,903","2,691,440,105","2,867,830,038",,,"1,746,970,057","1,970,059,991","277,696,991",,,,,,,,,,,,,,,,,,,,"3,577,670,097","4,345,300,198","3,725,980,043","3,200,190,067","3,846,560,001","3,373,939,991","3,462,589,979","3,971,879,959",,,"422,755,003","3,413,150,072","4,539,659,977","4,012,239,933","350,744,009","4,073,840,141","3,605,350,018",,,"2,967,459,917",,"2,803,780,079","3,233,669,996",,,
Romania,ROU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,241,219,997",,,,"2,868,629,932","3,266,289,949","3,504,129,887","3,543,970,108","3,312,730,074","3,500,390,053","4,306,509,972","4,149,539,948","4,097,199,917","4,002,130,032","3,417,170,048","2,913,759,947","2,823,220,015","3,068,000,078","3,125,080,109","3,106,950,045","3,025,599,957","3,118,200,064","3,319,180,012","3,566,950,083","3,589,260,101","3,324,529,886",,
Russian Federation,RUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"293,979,001","3,106,019,974","3,835,020,065","3,678,539,991","3,547,869,921","3,771,929,979","3,866,260,052",,"4,101,749,897","4,470,641,613","3,847,624,302","3,712,612,629","3,793,100,119","3,763,829,947","4,013,879,776","3,834,029,913","3,760,440,111","4,689,909,935","4,678,199,768","3,695,614,338","4,016,418,457","3,994,807,005","4,054,027,557",
Rwanda,RWA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,"2,150,209,904","2,232,470,036","2,441,279,888","2,666,330,099","4,392,970,085",,,,,,"3,505,779,982","3,335,340,023","3,746,629,953",,,,,,,,,,"3,857,990,026","3,434,180,021","4,825,019,836",,,,,,"3,985,029,936","3,502,160,072",,"4,631,269,932","4,383,460,045","4,421,030,045","474,214,983","419,644,022","3,647,119,999","3,434,839,964","3,124,739,885","3,073,750,019","3,238,680,601","333,394,289","5,589,849,949","4,746,230,125","4,920,040,131"
South Asia,SAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,"2,198,070,049","2,130,949,974","1,972,450,018","2,013,669,968","1,995,769,978","2,069,849,968","243,543,005","2,678,129,911","2,644,330,025",,,"2,410,929,918","2,566,760,063",,,,,,"3,022,300,005","3,051,419,973","2,752,400,041","2,550,115,108",,,"311,435,008","2,556,040,049","3,188,750,029","3,142,849,922","2,875,934,958","3,038,905,025","2,728,705,049","3,377,690,077","2,797,354,937","2,325,435,281","2,719,838,142","2,845,167,041","2,820,945,024","3,353,201,151","3,061,046,839","2,332,169,533","2,850,299,239","2,057,182,312","1,831,179,976","1,974,449,039","184,819,454"
Saudi Arabia,SAU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,"3,890,249,968","4,142,549,992","5,977,970,123","6,109,570,026",,"6,255,350,113",,,,,"5,779,469,967","5,144,639,969","5,999,289,989","6,343,820,095","5,692,470,074","4,943,739,891","437,706,995","8,281,310,081","7,072,269,917","590,982,008","7,718,870,163","7,636,889,935","7,105,090,141","6,277,470,112","5,430,920,124","5,891,170,025",,"513,781,023",,,,,,,,,,,,,,,"51,146,698"
Sudan,SDN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,012,179,971",,"1,164,250,016",,"1,312,549,949","1,178,429,961","1,553,539,991",,"1,851,500,034","2,022,130,013",,,,,,,,,,,,,,
Senegal,SEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,474,570,036","2,459,810,019","2,463,350,058","2,471,509,933","2,594,419,956","2,751,250,029","3,077,780,008","4,064,430,237","38,213,799",,"4,025,680,065","4,920,730,114","544,770,002","4,903,029,919","4,776,989,937","5,686,560,154","5,729,070,187","545,637,989","5,113,090,038","474,007,988","5,110,199,928","5,035,270,214","5,686,979,771","5,612,010,002","5,987,539,768",
Singapore,SGP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"3,109,760,046","286,826,992","2,488,820,076","2,388,520,002","243,949,008","2,692,389,965","2,450,799,942","2,290,999,889","2,249,249,935","2,559,669,971","2,583,659,887","3,267,760,038","3,947,720,051",,,,,"3,652,070,045",,,,,,,,,,,,"332,130,003","3,542,490,005","3,878,530,025","3,981,940,031","3,652,760,029","3,195,960,045","2,859,119,892","2,946,749,926","2,764,600,039","3,010,129,929","3,080,440,044","3,030,770,063","3,070,859,909","285,435,009","2,924,366,713","2,863,093,376","28,713,305","2,756,848,097","2,856,600,046","2,729,510,069","2,686,990,023","2,824,709,892","2,488,919,973","218,787,837"
Solomon Islands,SLB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"3,400,000,095",,,,,,,,,,,,,,,,,,,,"3,877,190,113",,,,,,,"2,315,500,021",,,,,,,,,"7,333,270,073","6,895,150,185","665,858,984","747,837,019",,,,,,,,,,"9,643,546,104","8,332,326,889","848,737,812","829,349,041"
Sierra Leone,SLE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,949,369,907","348,251,009","3,594,340,086","3,299,000,025","3,146,929,979","2,837,270,021",,"2,596,780,062","2,465,889,931","2,818,209,887","2,588,510,513","2,678,254,604","2,881,598,473","2,379,813,194","26,629,076",,"2,911,339,998","4,660,860,062","6,989,627,838","7,447,011,948","8,809,548,378","9,442,235,947","853,918,457","6,791,097,164"
El Salvador,SLV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,"904,510,021",,,,,,,,,,,,,,,,,,,,,,,"2,547,250,032","2,562,609,911","2,838,680,029",,"3,242,840,052","3,134,670,019",,"3,177,850,008","3,492,980,003","360,984,993","4,458,109,856","4,659,500,122","4,048,079,967","389,854,002","3,712,440,014","3,801,490,068","3,824,160,099","3,909,879,923","3,825,239,897","3,725,229,979","3,605,750,084","3,387,109,995","3,660,880,089","3,577,660,084","3,256,340,027","3,172,189,951"
San Marino,SMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,304,997,921","3,132,753,849","2,793,839,931",,,,,,"262,883,997","2,702,960,014",,"3,267,235,279","3,193,576,336","3,119,142,771","3,337,201,595","3,369,970,083","3,555,160,046","3,379,699,945","3,424,619,913","3,108,920,097","3,431,818,485",
Somalia,SOM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,"1,102,839,947","1,338,879,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,209,839,821","4,280,944,347","4,483,980,179","3,900,932,312","4,238,359,928","3,847,684,383",,,,"363,470,006","3,710,160,017","3,582,319,975","3,616,470,098",,"3,298,670,053","3,239,389,896",
Sub-Saharan Africa (excluding high income),SSA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,963,969,946","2,646,094,918","2,903,909,922","2,896,229,982",,"3,077,780,008","3,309,639,931","2,920,444,965",,"3,063,070,059","3,131,605,029","3,162,299,991","324,000,001","3,418,200,016","3,567,759,991","3,535,979,986","3,647,119,999","316,945,529","3,736,540,079","338,626,492","3,555,049,896","3,802,970,529","341,949,439","3,511,970,043",
South Sudan,SSD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,045,330,048","962,890,029","1,576,749,325","1,024,500,012","1,232,460,022","1,465,559,959","1,565,392,256",,,,,,,
Sub-Saharan Africa,SSF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,963,969,946","2,646,094,918","2,903,909,922","2,896,229,982",,"3,077,780,008","3,309,639,931","2,920,444,965",,"3,063,070,059","3,131,605,029","3,162,299,991","324,000,001","3,418,200,016","3,567,759,991","3,535,979,986","3,647,119,999","316,945,529","3,736,540,079","338,626,492","3,555,049,896","3,802,970,529","341,949,439","3,511,970,043",
Small states,SST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,"439,455,986","4,032,519,817","3,910,439,968","3,437,289,953","3,016,740,084","3,089,849,949","3,468,960,047","3,128,220,081","3,463,259,935","5,281,410,217","569,822,979","5,494,289,875","5,898,660,183","6,054,920,197",,,"5,090,950,012","5,339,459,896","4,838,240,147","4,440,869,808","5,273,099,899","5,139,179,945","554,847,002","6,093,516,111","3,902,654,886","6,051,079,988","6,471,350,193","5,818,079,948","5,767,455,101","5,155,501,127","4,964,245,319","4,815,149,784","5,144,189,835","515,763,998","4,961,319,923","4,874,409,676","4,877,275,229","4,856,272,221","4,953,685,045",,
Sao Tome and Principe,STP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,720,580,101","3,246,929,884","3,234,709,978","4,856,450,081","4,271,180,153","6,286,829,948","5,554,490,089","9,994,290,352","9,988,269,806",,"6,928,460,121","6,685,090,065","4,432,169,914","4,697,949,886","6,115,159,988","5,874,899,864","5,624,549,866","5,899,310,589","5,015,238,285","5,516,176,224","5,155,980,587",
Suriname,SUR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,534,796,238","5,640,519,142","5,458,612,919","4,922,593,594","6,778,573,036","4,584,257,126","4,131,549,835","3,434,608,459","2,866,233,349"
Slovak Republic,SVK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,356,949,806","444,960,022","3,712,500,095","4,297,579,765","4,124,400,139","4,122,320,175",,"4,107,299,805","3,864,680,052","393,569,994","4,245,399,952","4,209,569,931","4,101,570,129","3,759,959,936","3,707,700,014","3,523,210,049","3,521,650,076","4,006,410,122","4,044,799,805","3,898,360,014","3,859,009,981","4,068,950,176","4,215,899,944","4,578,430,176","3,900,789,976","3,932,209,969","3,952,909,946","4,273,119,926","4,764,279,842","4,797,180,176",,
Slovenia,SVN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,075,819,969","4,724,609,852","4,960,549,831","470,306,015","4,905,590,057",,,,,"6,130,482,674","5,756,830,215","5,672,860,146","570,333,004","564,425,993","56,040,802","5,590,660,095","511,661,005","5,109,519,958","5,554,969,788","5,545,460,224","5,541,259,766","5,620,230,198","5,405,729,771","5,291,699,886","4,909,530,163","4,792,669,773","4,780,539,989","4,934,559,822","4,891,530,037","5,383,739,948","5,365,260,124",,
Sweden,SWE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,"637,237,978","653,704,977","6,781,199,932",,,,,,,,,"5,212,190,151","5,443,809,986","5,258,500,099","550,703,001",,"6,148,139,954","6,838,620,186",,"706,125,021","6,848,730,087","6,740,149,975","6,617,640,018","6,924,349,785","6,791,429,996","6,663,109,779","6,506,400,108","6,364,290,237","6,171,589,851","6,344,550,133","6,749,710,083","6,522,689,819","6,366,919,994","7,536,970,139","7,611,209,869","7,573,729,992","7,443,900,108","7,618,619,919","7,568,830,013","7,640,840,054","7,638,510,227","7,925,610,065","7,572,199,821",,
Eswatini,SWZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,"3,714,349,985","3,944,299,936","5,796,520,233","6,364,280,224","5,297,200,203","658,382,988","6,753,640,175",,,,,"5,802,199,841","5,511,559,963","5,661,290,169","5,484,570,026",,,,"5,140,289,783","5,653,140,068","4,938,159,943",,,"5,090,950,012","5,508,480,072","4,838,240,147","4,440,869,808","5,816,770,077","5,401,609,898","6,484,620,094","6,554,759,979",,"6,618,120,193","6,471,350,193","6,118,370,056","6,864,329,815","5,593,282,223","5,084,610,462","7,070,590,019","535,494,709","5,433,553,219","6,177,914,143","5,736,873,627","5,699,148,178","5,360,104,561","5,287,148,952","5,692,605,972","6,312,942,028"
Sint Maarten (Dutch part),SXM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"418,044,138",
Seychelles,SYC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"41,884,799","4,066,390,038","4,246,940,136",,"4,283,329,964","4,345,019,817","4,745,960,236",,,,,,,,"1,130,568,981","9,617,790,222","9,129,570,007",,"7,793,340,206","773,472,023",,,,,"8,479,280,472","7,240,509,987","7,311,490,059",,"5,631,790,161","4,944,680,214","3,979,164,839",,"4,881,090,164","505,177,021",,,"4,483,310,223","406,658,268",,,"3,548,263,311","3,629,950,047","2,542,160,034","3,618,400,097","3,952,470,064","4,914,609,909","4,021,309,853","4,235,365,391","435,177,803","4,050,551,414","4,891,200,542","5,623,589,993","4,740,135,193",
Syrian Arab Republic,SYR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,"358,355,999","3,689,909,935",,"3,934,509,993","5,831,459,999","5,714,419,842","5,514,259,815","4,966,169,834","4,575,530,052","5,383,920,193","5,897,610,188",,"6,133,890,152","6,070,049,763","5,622,940,063","4,561,840,057","3,615,859,985","403,414,011",,,,,,,"369,904,995",,,,,"454,640,007","5,269,849,777","6,480,840,206","5,371,479,988",,"5,279,650,211","4,864,709,854","459,525,013","5,130,139,828",,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,718,830,109","4,843,009,949","5,069,139,957","4,728,779,793",,"2,540,999,889",,,,,,"3,360,295,057","2,691,465,378","290,922,761","2,746,546,268","2,985,261,917","2,907,445,669","2,472,782,135","2,867,230,415","3,029,716,015","2,420,746,803","4,106,626,034","4,109,913,826","3,135,245,323"
Chad,TCD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"227,335","164,902,997","3,227,859,974","2,646,709,919","242,614,007",,,"1,592,949,986","1,694,769,979",,,,"2,311,739,922","1,981,940,031","22,579","2,206,150,055","2,850,709,915","2,320,312,262","2,342,831,612","2,388,475,895","2,454,819,918","2,259,474,993","2,372,457,981","2,739,603,996","288,812,995","2,538,672,924",
East Asia & Pacific (IDA & IBRD countries),TEA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,252,955,019","2,686,659,932","351,327,002",,,"4,208,930,016","292,463,994","289,222,002",,"2,748,470,068",,,"3,061,334,968","3,570,144,176","3,806,730,986","3,559,665,203","3,794,723,511","394,740,355","3,977,101,326","3,540,123,224","3,500,102,282","3,385,177,493","3,441,989,183","3,171,358,585","3,053,606,272","3,216,528,893","2,982,124,329","2,887,386,799","2,951,152,325"
Europe & Central Asia (IDA & IBRD countries),TEC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,512,569,904",,,"3,892,570,019","350,838,995","3,421,469,927","3,386,080,027","3,678,539,991","3,547,869,921","3,771,929,979","3,903,460,026","3,967,519,999","4,101,749,897","4,321,614,981","3,857,460,022","4,024,765,015","3,901,637,077","4,344,810,009","4,241,316,557","4,108,792,186","4,264,510,155","4,077,559,948","4,047,090,054","398,228,991","4,389,019,966","4,096,445,084","4,054,027,557",
Togo,TGO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"1,496,809,959",,,,,,,,,"4,729,599,953",,"416,519,022",,,"3,819,269,896",,,"3,340,630,054",,,,,"4,018,650,055",,,,"312,451,005",,"282,130,003","2,963,969,946","2,776,449,919","2,667,500,019","2,469,520,092","2,355,249,882","2,201,980,114","2,237,489,939","2,432,379,961","2,486,040,115","2,384,720,087","2,768,079,996","2,959,779,978","3,077,500,105","3,376,519,918","317,475,009","3,423,769,951","3,710,979,939","3,662,480,116","3,765,269,995","4,091,629,982","4,201,668,262","4,091,336,727","4,231,181,622","3,798,119,307",
Thailand,THA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"3,066,220,045","3,029,150,009","2,554,250,002","2,146,869,898","2,380,880,117","3,016,720,057","3,215,120,077",,"2,845,289,946","25,745,399","2,883,140,087","3,273,880,005","3,463,870,049","3,437,220,097",,"3,407,979,965","3,115,819,931","2,753,420,115","2,502,429,962",,"308,859,992","3,045,409,918",,"3,405,230,045","3,144,979,954","3,499,609,947","4,577,189,922","4,625,699,997","4,832,670,212","525,345,993","481,787,014","3,864,919,901","3,725,610,018","4,030,889,988","393,859,005","405,038,023","3,603,149,891","3,508,500,099","3,861,939,907","3,508,440,018","4,805,550,098","3,596,918,344","3,824,398,518","3,919,177,532","386,397,624","3,767,617,464","3,465,321,541","3,197,694,063","3,022,214,174","3,153,141,737","2,982,124,329","2,611,870,289","2,521,222,115"
Tajikistan,TJK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"818,558,979",,"2,065,900,087","2,043,450,117",,"2,528,490,067","2,076,519,966","2,328,710,079","2,376,590,014","2,775,789,976","2,420,789,957","2,772,030,115","3,512,130,022","340,350,008","3,413,269,997","3,459,830,046","4,098,309,994","4,006,750,107","3,935,110,092","4,018,030,167","5,293,976,307","5,593,988,895","4,967,740,059","5,730,941,296","5,544,717,789","538,508,749","5,484,276,295","5,737,252,712","5,701,633,453","5,715,097,904","5,810,545,921"
Turkmenistan,TKM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,049,249,887",,,,,,,"3,120,549,917","376,267,004","3,848,910,093","3,733,860,016","2,746,510,029"
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,985,085,011",,,"3,228,279,948","3,708,389,997","3,634,140,015","3,839,125,037","3,750,370,026","3,458,904,982","3,578,660,011",,"3,669,059,992","3,627,320,051","4,606,090,069","5,463,550,091","4,484,240,055","4,105,550,051","4,768,290,043","4,528,360,128","4,267,350,197","4,453,393,459","4,362,748,146","4,397,520,065","4,139,450,073","4,422,849,894","4,517,698,288","4,086,657,047","3,794,763,088",
Timor-Leste,TLS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,670,149,803","1,290,248,013","1,110,657,978","1,019,351,959","7,165,723,324","5,680,557,251","7,658,904,552","6,292,498,112","6,012,009,621","5,200,522,423","4,874,409,676","4,179,688,931","3,652,873,516","2,973,894,119",,
Middle East & North Africa (IDA & IBRD countries),TMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,"4,549,580,097",,,"4,840,194,941",,"5,705,175,161",,,,,,,"4,317,100,048",,,,,,,"4,185,309,887",,,,,,"5,032,866,716",,"5,021,100,044",,"4,717,202,902","4,730,759,859","4,353,335,142","4,831,190,109",,,"5,464,789,867",,,"4,532,108,545","3,687,540,054","3,596,509,933","3,685,610,056","4,121,653,438",,,,
Tonga,TON,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,"1,034,650,993",,,,,,,,,,,,,,"5,517,129,898","5,380,559,921","4,878,079,891","4,477,560,043","3,795,000,076","4,159,510,136","391,376,996",,,,,,,,,,,,,"5,059,225,082","4,969,455,242","5,273,229,599","4,860,516,548","4,927,039,146","5,646,192,074","5,145,653,248"
South Asia (IDA & IBRD),TSA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,"2,198,070,049","2,130,949,974","1,972,450,018","2,013,669,968","1,995,769,978","2,069,849,968","243,543,005","2,678,129,911","2,644,330,025",,,"2,410,929,918","2,566,760,063",,,,,,"3,022,300,005","3,051,419,973","2,752,400,041","2,550,115,108",,,"311,435,008","2,556,040,049","3,188,750,029","3,142,849,922","2,875,934,958","3,038,905,025","2,728,705,049","3,377,690,077","2,797,354,937","2,325,435,281","2,719,838,142","2,845,167,041","2,820,945,024","3,353,201,151","3,061,046,839","2,332,169,533","2,850,299,239","2,057,182,312","1,831,179,976","1,974,449,039","184,819,454"
